#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCL2	CRP	9606.ENSP00000225831	9606.ENSP00000255030	0	0	0	0	0	0	0	0.805	0.805
CCL2	IFNG	9606.ENSP00000225831	9606.ENSP00000229135	0	0	0	0	0.063	0	0	0.835	0.839
CCL2	ICAM1	9606.ENSP00000225831	9606.ENSP00000264832	0	0	0	0	0.148	0	0	0.859	0.874
CCL2	RELA	9606.ENSP00000225831	9606.ENSP00000384273	0	0	0	0	0	0.486	0.800	0.561	0.950
CCL2	JUN	9606.ENSP00000225831	9606.ENSP00000360266	0	0	0	0	0.062	0	0.900	0.686	0.968
CCL2	IL1A	9606.ENSP00000225831	9606.ENSP00000263339	0	0	0	0	0.092	0	0.900	0.837	0.983
CCL2	IL10	9606.ENSP00000225831	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.901	0.989
CCL2	CXCL10	9606.ENSP00000225831	9606.ENSP00000305651	0	0	0	0	0.160	0	0.900	0.910	0.991
CCL2	TNF	9606.ENSP00000225831	9606.ENSP00000398698	0	0	0	0	0.062	0	0.900	0.930	0.992
CCL2	IL1B	9606.ENSP00000225831	9606.ENSP00000263341	0	0	0	0	0.127	0	0.900	0.927	0.993
CCL2	IL6	9606.ENSP00000225831	9606.ENSP00000385675	0	0	0	0	0.267	0	0.900	0.930	0.994
CCL2	CXCL8	9606.ENSP00000225831	9606.ENSP00000306512	0	0	0	0	0.271	0.280	0.900	0.923	0.995
CD40LG	SERPINE1	9606.ENSP00000359663	9606.ENSP00000223095	0	0	0	0	0	0.056	0	0.468	0.476
CD40LG	MPO	9606.ENSP00000359663	9606.ENSP00000225275	0	0	0	0	0	0.056	0	0.506	0.513
CD40LG	IFNG	9606.ENSP00000359663	9606.ENSP00000229135	0	0	0	0	0.117	0	0	0.863	0.874
CD40LG	MAPK14	9606.ENSP00000359663	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.282	0.925
CD40LG	CRP	9606.ENSP00000359663	9606.ENSP00000255030	0	0	0	0	0	0	0	0.661	0.661
CD40LG	IL1A	9606.ENSP00000359663	9606.ENSP00000263339	0	0	0	0	0	0	0	0.649	0.649
CD40LG	IL1B	9606.ENSP00000359663	9606.ENSP00000263341	0	0	0	0	0	0	0	0.692	0.692
CD40LG	ICAM1	9606.ENSP00000359663	9606.ENSP00000264832	0	0	0	0	0	0	0	0.709	0.709
CD40LG	TP53	9606.ENSP00000359663	9606.ENSP00000269305	0	0	0	0	0	0.213	0	0.662	0.722
CD40LG	CXCL10	9606.ENSP00000359663	9606.ENSP00000305651	0	0	0	0	0	0	0	0.605	0.605
CD40LG	CXCL8	9606.ENSP00000359663	9606.ENSP00000306512	0	0	0	0	0.062	0	0	0.681	0.688
CD40LG	F2	9606.ENSP00000359663	9606.ENSP00000308541	0	0	0	0	0	0.097	0	0.411	0.446
CD40LG	PIK3CG	9606.ENSP00000359663	9606.ENSP00000352121	0	0	0	0	0.088	0.056	0.900	0.240	0.925
CD40LG	STAT1	9606.ENSP00000359663	9606.ENSP00000354394	0	0	0	0	0	0.056	0	0.505	0.512
CD40LG	PTGS2	9606.ENSP00000359663	9606.ENSP00000356438	0	0	0	0	0	0.056	0	0.391	0.400
CD40LG	CHUK	9606.ENSP00000359663	9606.ENSP00000359424	0	0	0	0	0	0.056	0	0.503	0.510
CD40LG	JUN	9606.ENSP00000359663	9606.ENSP00000360266	0	0	0	0	0	0	0	0.422	0.422
CD40LG	IKBKB	9606.ENSP00000359663	9606.ENSP00000430684	0	0	0	0	0	0.056	0	0.459	0.467
CD40LG	MMP9	9606.ENSP00000359663	9606.ENSP00000361405	0	0	0	0	0	0.057	0	0.506	0.514
CD40LG	IL6	9606.ENSP00000359663	9606.ENSP00000385675	0	0	0	0	0	0	0	0.761	0.761
CD40LG	IL10	9606.ENSP00000359663	9606.ENSP00000412237	0	0	0	0	0	0	0	0.862	0.863
CD40LG	MAPK8	9606.ENSP00000359663	9606.ENSP00000378974	0	0	0	0	0	0.058	0.900	0.245	0.922
CD40LG	TNF	9606.ENSP00000359663	9606.ENSP00000398698	0	0	0	0	0.076	0	0.600	0.822	0.928
CD40LG	RELA	9606.ENSP00000359663	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.547	0.952
CDKN1A	HMOX1	9606.ENSP00000384849	9606.ENSP00000216117	0	0	0	0	0.076	0	0	0.419	0.440
CDKN1A	MMP2	9606.ENSP00000384849	9606.ENSP00000219070	0	0	0	0	0.061	0	0	0.422	0.434
CDKN1A	TGFB1	9606.ENSP00000384849	9606.ENSP00000221930	0	0	0	0	0.077	0	0	0.440	0.461
CDKN1A	SERPINE1	9606.ENSP00000384849	9606.ENSP00000223095	0	0	0	0	0.103	0	0	0.456	0.491
CDKN1A	MAPK14	9606.ENSP00000384849	9606.ENSP00000229795	0	0	0	0	0	0.282	0	0.455	0.592
CDKN1A	MAPK3	9606.ENSP00000384849	9606.ENSP00000263025	0	0	0	0	0	0.057	0	0.636	0.643
CDKN1A	IL1B	9606.ENSP00000384849	9606.ENSP00000263341	0	0	0	0	0.069	0	0	0.390	0.407
CDKN1A	TP53	9606.ENSP00000384849	9606.ENSP00000269305	0	0	0	0	0	0.968	0.900	0.903	0.999
CDKN1A	EGFR	9606.ENSP00000384849	9606.ENSP00000275493	0	0	0	0	0.064	0	0	0.569	0.579
CDKN1A	PPARG	9606.ENSP00000384849	9606.ENSP00000287820	0	0	0	0	0	0	0	0.490	0.490
CDKN1A	CXCL8	9606.ENSP00000384849	9606.ENSP00000306512	0	0	0	0	0.106	0	0	0.426	0.465
CDKN1A	NOS2	9606.ENSP00000384849	9606.ENSP00000327251	0	0	0	0	0	0.105	0.900	0.150	0.917
CDKN1A	E2F1	9606.ENSP00000384849	9606.ENSP00000345571	0	0	0	0	0.052	0.273	0.900	0.672	0.974
CDKN1A	STAT1	9606.ENSP00000384849	9606.ENSP00000354394	0	0	0	0	0.058	0	0.900	0.526	0.951
CDKN1A	PTGS2	9606.ENSP00000384849	9606.ENSP00000356438	0	0	0	0	0.096	0	0	0.455	0.486
CDKN1A	JUN	9606.ENSP00000384849	9606.ENSP00000360266	0	0	0	0	0.079	0.270	0.900	0.616	0.970
CDKN1A	PTEN	9606.ENSP00000384849	9606.ENSP00000361021	0	0	0	0	0	0	0	0.665	0.665
CDKN1A	MMP9	9606.ENSP00000384849	9606.ENSP00000361405	0	0	0	0	0	0	0	0.468	0.468
CDKN1A	MAPK8	9606.ENSP00000384849	9606.ENSP00000378974	0	0	0	0	0	0.487	0.900	0.464	0.970
CDKN1A	NFE2L2	9606.ENSP00000384849	9606.ENSP00000380252	0	0	0	0	0.060	0.285	0	0.740	0.810
CDKN1A	RELA	9606.ENSP00000384849	9606.ENSP00000384273	0	0	0	0	0.076	0.486	0	0.391	0.685
CDKN1A	IL6	9606.ENSP00000384849	9606.ENSP00000385675	0	0	0	0	0.076	0	0	0.506	0.524
CDKN1A	TNF	9606.ENSP00000384849	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.552	0.562
CDKN1A	ESR1	9606.ENSP00000384849	9606.ENSP00000405330	0	0	0	0	0	0.675	0	0.597	0.863
CDKN1A	HIF1A	9606.ENSP00000384849	9606.ENSP00000437955	0	0	0	0	0	0	0.900	0.522	0.950
CHUK	HSPB1	9606.ENSP00000359424	9606.ENSP00000248553	0	0	0	0	0	0.289	0	0.309	0.488
CHUK	IL1A	9606.ENSP00000359424	9606.ENSP00000263339	0	0	0	0	0.062	0	0.900	0.392	0.937
CHUK	IL1B	9606.ENSP00000359424	9606.ENSP00000263341	0	0	0	0	0	0.056	0	0.772	0.776
CHUK	ICAM1	9606.ENSP00000359424	9606.ENSP00000264832	0	0	0	0	0	0	0	0.469	0.469
CHUK	TP53	9606.ENSP00000359424	9606.ENSP00000269305	0	0	0	0	0.054	0.470	0	0.793	0.887
CHUK	EGFR	9606.ENSP00000359424	9606.ENSP00000275493	0	0	0	0	0	0.107	0	0.465	0.502
CHUK	CXCL8	9606.ENSP00000359424	9606.ENSP00000306512	0	0	0	0	0	0	0	0.601	0.601
CHUK	STAT1	9606.ENSP00000359424	9606.ENSP00000354394	0	0	0	0	0	0.140	0	0.509	0.559
CHUK	PTGS2	9606.ENSP00000359424	9606.ENSP00000356438	0	0	0	0	0.063	0.077	0	0.563	0.589
CHUK	HIF1A	9606.ENSP00000359424	9606.ENSP00000437955	0	0	0	0	0.064	0.070	0	0.438	0.468
CHUK	MMP9	9606.ENSP00000359424	9606.ENSP00000361405	0	0	0	0	0	0	0	0.503	0.503
CHUK	IL10	9606.ENSP00000359424	9606.ENSP00000412237	0	0	0	0	0	0.060	0	0.509	0.518
CHUK	ESR1	9606.ENSP00000359424	9606.ENSP00000405330	0	0	0	0	0	0.300	0	0.517	0.647
CHUK	IL6	9606.ENSP00000359424	9606.ENSP00000385675	0	0	0	0	0.049	0	0	0.686	0.689
CHUK	JUN	9606.ENSP00000359424	9606.ENSP00000360266	0	0	0	0	0	0.057	0	0.735	0.740
CHUK	PTEN	9606.ENSP00000359424	9606.ENSP00000361021	0	0	0	0	0.097	0.323	0.800	0.513	0.932
CHUK	PRKCA	9606.ENSP00000359424	9606.ENSP00000408695	0	0	0	0.568	0	0.285	0.900	0.337	0.935
CHUK	IKBKB	9606.ENSP00000359424	9606.ENSP00000430684	0	0	0	0.942	0	0.922	0.900	0.992	0.992
CHUK	TNF	9606.ENSP00000359424	9606.ENSP00000398698	0	0	0	0	0.062	0.680	0.900	0.777	0.992
CHUK	RELA	9606.ENSP00000359424	9606.ENSP00000384273	0	0	0	0	0.068	0.878	0.900	0.899	0.998
COL1A1	MMP2	9606.ENSP00000225964	9606.ENSP00000219070	0	0	0	0	0.879	0.355	0	0.612	0.967
COL1A1	TGFB1	9606.ENSP00000225964	9606.ENSP00000221930	0	0	0	0	0.062	0.182	0	0.664	0.720
COL1A1	SERPINE1	9606.ENSP00000225964	9606.ENSP00000223095	0	0	0	0	0.213	0.059	0	0.562	0.647
COL1A1	MAPK3	9606.ENSP00000225964	9606.ENSP00000263025	0	0	0	0	0.051	0	0	0.409	0.415
COL1A1	PTGS2	9606.ENSP00000225964	9606.ENSP00000356438	0	0	0	0	0.062	0.091	0	0.376	0.421
COL1A1	ESR1	9606.ENSP00000225964	9606.ENSP00000405330	0	0	0	0	0	0.056	0	0.421	0.430
COL1A1	HIF1A	9606.ENSP00000225964	9606.ENSP00000437955	0	0	0	0	0	0	0	0.438	0.438
COL1A1	JUN	9606.ENSP00000225964	9606.ENSP00000360266	0	0	0	0	0	0	0	0.442	0.442
COL1A1	TP53	9606.ENSP00000225964	9606.ENSP00000269305	0	0	0	0	0	0	0	0.452	0.452
COL1A1	EGFR	9606.ENSP00000225964	9606.ENSP00000275493	0	0	0	0	0.173	0.103	0	0.369	0.491
COL1A1	IL1B	9606.ENSP00000225964	9606.ENSP00000263341	0	0	0	0	0	0	0	0.522	0.522
COL1A1	TNF	9606.ENSP00000225964	9606.ENSP00000398698	0	0	0	0	0	0.066	0	0.526	0.539
COL1A1	PPARG	9606.ENSP00000225964	9606.ENSP00000287820	0	0	0	0	0	0.056	0	0.533	0.540
COL1A1	IL6	9606.ENSP00000225964	9606.ENSP00000385675	0	0	0	0	0.065	0	0	0.564	0.575
COL1A1	MMP1	9606.ENSP00000225964	9606.ENSP00000322788	0	0	0	0	0.128	0.059	0	0.611	0.653
COL1A1	SPP1	9606.ENSP00000225964	9606.ENSP00000378517	0	0	0	0	0.063	0	0	0.714	0.720
COL1A1	MMP9	9606.ENSP00000225964	9606.ENSP00000361405	0	0	0	0	0.077	0.227	0	0.639	0.720
COL1A1	COL3A1	9606.ENSP00000225964	9606.ENSP00000304408	0	0	0.439	0.951	0.944	0	0.800	0.892	0.989
COL3A1	MMP2	9606.ENSP00000304408	9606.ENSP00000219070	0	0	0	0	0.478	0.153	0	0.558	0.787
COL3A1	TGFB1	9606.ENSP00000304408	9606.ENSP00000221930	0	0	0	0	0	0.080	0	0.559	0.577
COL3A1	SERPINE1	9606.ENSP00000304408	9606.ENSP00000223095	0	0	0	0	0.117	0.059	0	0.476	0.527
COL3A1	IL1B	9606.ENSP00000304408	9606.ENSP00000263341	0	0	0	0	0	0	0	0.414	0.414
COL3A1	SPP1	9606.ENSP00000304408	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.414	0.426
COL3A1	TNF	9606.ENSP00000304408	9606.ENSP00000398698	0	0	0	0	0	0.102	0	0.395	0.433
COL3A1	IL6	9606.ENSP00000304408	9606.ENSP00000385675	0	0	0	0	0.063	0	0	0.456	0.468
COL3A1	MMP1	9606.ENSP00000304408	9606.ENSP00000322788	0	0	0	0	0.088	0.059	0	0.505	0.538
COL3A1	MMP9	9606.ENSP00000304408	9606.ENSP00000361405	0	0	0	0	0.078	0.059	0	0.556	0.582
CRP	HMOX1	9606.ENSP00000255030	9606.ENSP00000216117	0	0	0	0	0	0	0	0.478	0.478
CRP	MMP2	9606.ENSP00000255030	9606.ENSP00000219070	0	0	0	0	0	0	0	0.519	0.519
CRP	TGFB1	9606.ENSP00000255030	9606.ENSP00000221930	0	0	0	0	0	0	0	0.509	0.509
CRP	PON1	9606.ENSP00000255030	9606.ENSP00000222381	0	0	0	0	0.099	0	0	0.663	0.683
CRP	SERPINE1	9606.ENSP00000255030	9606.ENSP00000223095	0	0	0	0	0.049	0	0	0.820	0.821
CRP	MPO	9606.ENSP00000255030	9606.ENSP00000225275	0	0	0	0	0	0	0	0.805	0.805
CRP	IFNG	9606.ENSP00000255030	9606.ENSP00000229135	0	0	0	0	0	0	0	0.747	0.747
CRP	EGFR	9606.ENSP00000255030	9606.ENSP00000275493	0	0	0	0	0.062	0	0	0.390	0.403
CRP	ESR1	9606.ENSP00000255030	9606.ENSP00000405330	0	0	0	0	0.062	0	0	0.391	0.404
CRP	MAPK3	9606.ENSP00000255030	9606.ENSP00000263025	0	0	0	0	0	0.094	0	0.382	0.416
CRP	CYP3A4	9606.ENSP00000255030	9606.ENSP00000337915	0	0	0	0	0.085	0	0	0.392	0.420
CRP	TP53	9606.ENSP00000255030	9606.ENSP00000269305	0	0	0	0	0	0	0	0.420	0.420
CRP	MGAM	9606.ENSP00000255030	9606.ENSP00000447378	0	0	0	0	0.049	0	0	0.452	0.456
CRP	JUN	9606.ENSP00000255030	9606.ENSP00000360266	0	0	0	0	0	0	0	0.461	0.461
CRP	HMGCR	9606.ENSP00000255030	9606.ENSP00000287936	0	0	0	0	0	0	0	0.505	0.505
CRP	SPP1	9606.ENSP00000255030	9606.ENSP00000378517	0	0	0	0	0	0	0	0.520	0.520
CRP	MMP1	9606.ENSP00000255030	9606.ENSP00000322788	0	0	0	0	0.052	0	0	0.518	0.523
CRP	SLC2A4	9606.ENSP00000255030	9606.ENSP00000320935	0	0	0	0	0.049	0	0	0.532	0.536
CRP	PPARA	9606.ENSP00000255030	9606.ENSP00000385523	0	0	0	0	0.062	0	0	0.560	0.569
CRP	DPP4	9606.ENSP00000255030	9606.ENSP00000353731	0	0	0	0	0.062	0	0	0.563	0.573
CRP	PPARG	9606.ENSP00000255030	9606.ENSP00000287820	0	0	0	0	0	0	0	0.610	0.610
CRP	GOT1	9606.ENSP00000255030	9606.ENSP00000359539	0	0	0	0	0	0	0	0.611	0.611
CRP	PTGS2	9606.ENSP00000255030	9606.ENSP00000356438	0	0	0	0	0	0	0	0.636	0.636
CRP	CXCL10	9606.ENSP00000255030	9606.ENSP00000305651	0	0	0	0	0	0	0	0.637	0.637
CRP	IL1A	9606.ENSP00000255030	9606.ENSP00000263339	0	0	0	0	0.063	0	0	0.650	0.658
CRP	MMP9	9606.ENSP00000255030	9606.ENSP00000361405	0	0	0	0	0	0	0	0.706	0.706
CRP	ICAM1	9606.ENSP00000255030	9606.ENSP00000264832	0	0	0	0	0	0	0	0.805	0.805
CRP	IL10	9606.ENSP00000255030	9606.ENSP00000412237	0	0	0	0	0	0	0	0.838	0.838
CRP	CXCL8	9606.ENSP00000255030	9606.ENSP00000306512	0	0	0	0	0	0	0	0.857	0.857
CRP	IL1B	9606.ENSP00000255030	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.859	0.862
CRP	F2	9606.ENSP00000255030	9606.ENSP00000308541	0	0	0	0	0.153	0	0	0.856	0.872
CRP	TNF	9606.ENSP00000255030	9606.ENSP00000398698	0	0	0	0	0	0	0	0.911	0.911
CRP	IL6	9606.ENSP00000255030	9606.ENSP00000385675	0	0	0	0	0	0	0	0.916	0.916
CRP	OLR1	9606.ENSP00000255030	9606.ENSP00000309124	0	0	0	0	0	0	0	0.985	0.985
CTSD	MMP2	9606.ENSP00000236671	9606.ENSP00000219070	0	0	0	0	0.052	0	0	0.476	0.482
CTSD	SERPINE1	9606.ENSP00000236671	9606.ENSP00000223095	0	0	0	0	0	0	0	0.425	0.424
CTSD	IL1B	9606.ENSP00000236671	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.395	0.408
CTSD	ESR2	9606.ENSP00000236671	9606.ENSP00000343925	0	0	0	0	0	0.056	0	0.421	0.430
CTSD	MMP9	9606.ENSP00000236671	9606.ENSP00000361405	0	0	0	0	0.081	0	0	0.473	0.495
CTSD	HSPB1	9606.ENSP00000236671	9606.ENSP00000248553	0	0	0	0	0.098	0	0	0.465	0.496
CTSD	TP53	9606.ENSP00000236671	9606.ENSP00000269305	0	0	0	0	0	0	0	0.518	0.518
CTSD	TNF	9606.ENSP00000236671	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.536	0.547
CTSD	EGFR	9606.ENSP00000236671	9606.ENSP00000275493	0	0	0	0	0	0.103	0	0.567	0.595
CTSD	NCOA1	9606.ENSP00000236671	9606.ENSP00000385216	0	0	0	0	0	0	0.900	0.089	0.905
CTSD	NCOA2	9606.ENSP00000236671	9606.ENSP00000399968	0	0	0	0	0	0	0.900	0.114	0.907
CTSD	ESR1	9606.ENSP00000236671	9606.ENSP00000405330	0	0	0	0	0.088	0.056	0.900	0.606	0.961
CXCL10	HMOX1	9606.ENSP00000305651	9606.ENSP00000216117	0	0	0	0	0.065	0	0	0.474	0.487
CXCL10	MMP2	9606.ENSP00000305651	9606.ENSP00000219070	0	0	0	0	0	0	0	0.424	0.424
CXCL10	TGFB1	9606.ENSP00000305651	9606.ENSP00000221930	0	0	0	0	0	0	0	0.458	0.458
CXCL10	SERPINE1	9606.ENSP00000305651	9606.ENSP00000223095	0	0	0	0	0.064	0	0	0.460	0.472
CXCL10	MPO	9606.ENSP00000305651	9606.ENSP00000225275	0	0	0	0	0	0	0	0.467	0.467
CXCL10	IFNG	9606.ENSP00000305651	9606.ENSP00000229135	0	0	0	0	0.118	0	0	0.861	0.872
CXCL10	MAPK3	9606.ENSP00000305651	9606.ENSP00000263025	0	0	0	0	0	0	0	0.421	0.420
CXCL10	IL1A	9606.ENSP00000305651	9606.ENSP00000263339	0	0	0	0	0.121	0	0.900	0.802	0.981
CXCL10	IL1B	9606.ENSP00000305651	9606.ENSP00000263341	0	0	0	0	0.242	0	0.900	0.863	0.988
CXCL10	ICAM1	9606.ENSP00000305651	9606.ENSP00000264832	0	0	0	0	0.145	0	0	0.708	0.739
CXCL10	TP53	9606.ENSP00000305651	9606.ENSP00000269305	0	0	0	0	0.062	0	0	0.395	0.408
CXCL10	PPARG	9606.ENSP00000305651	9606.ENSP00000287820	0	0	0	0	0	0	0	0.456	0.456
CXCL10	IKBKB	9606.ENSP00000305651	9606.ENSP00000430684	0	0	0	0	0	0	0	0.413	0.412
CXCL10	SPP1	9606.ENSP00000305651	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.458	0.469
CXCL10	MMP1	9606.ENSP00000305651	9606.ENSP00000322788	0	0	0	0	0.065	0	0	0.456	0.469
CXCL10	RELA	9606.ENSP00000305651	9606.ENSP00000384273	0	0	0	0	0.062	0	0	0.462	0.474
CXCL10	JUN	9606.ENSP00000305651	9606.ENSP00000360266	0	0	0	0	0.049	0	0	0.510	0.514
CXCL10	NOS2	9606.ENSP00000305651	9606.ENSP00000327251	0	0	0	0	0.064	0	0	0.526	0.537
CXCL10	PTGS2	9606.ENSP00000305651	9606.ENSP00000356438	0	0	0	0	0.107	0	0	0.560	0.590
CXCL10	MMP9	9606.ENSP00000305651	9606.ENSP00000361405	0	0	0	0	0.140	0	0	0.611	0.651
CXCL10	DPP4	9606.ENSP00000305651	9606.ENSP00000353731	0	0	0	0	0	0.679	0	0.528	0.842
CXCL10	STAT1	9606.ENSP00000305651	9606.ENSP00000354394	0	0	0	0	0.707	0	0	0.745	0.922
CXCL10	CXCL8	9606.ENSP00000305651	9606.ENSP00000306512	0	0	0	0	0.145	0	0.600	0.879	0.955
CXCL10	IL10	9606.ENSP00000305651	9606.ENSP00000412237	0	0	0	0	0.084	0	0.900	0.866	0.986
CXCL10	TNF	9606.ENSP00000305651	9606.ENSP00000398698	0	0	0	0	0.216	0	0.900	0.881	0.989
CXCL10	IL6	9606.ENSP00000305651	9606.ENSP00000385675	0	0	0	0	0.175	0	0.900	0.878	0.989
CXCL8	HMOX1	9606.ENSP00000306512	9606.ENSP00000216117	0	0	0	0	0.077	0	0	0.660	0.673
CXCL8	MMP2	9606.ENSP00000306512	9606.ENSP00000219070	0	0	0	0	0	0	0	0.688	0.688
CXCL8	TGFB1	9606.ENSP00000306512	9606.ENSP00000221930	0	0	0	0	0.096	0	0	0.652	0.671
CXCL8	SERPINE1	9606.ENSP00000306512	9606.ENSP00000223095	0	0	0	0	0.137	0	0	0.703	0.732
CXCL8	MPO	9606.ENSP00000306512	9606.ENSP00000225275	0	0	0	0	0.065	0	0	0.766	0.771
CXCL8	IFNG	9606.ENSP00000306512	9606.ENSP00000229135	0	0	0	0	0.062	0	0	0.859	0.862
CXCL8	MAPK14	9606.ENSP00000306512	9606.ENSP00000229795	0	0	0	0	0	0	0.900	0.556	0.953
CXCL8	HSPB1	9606.ENSP00000306512	9606.ENSP00000248553	0	0	0	0	0	0	0	0.450	0.450
CXCL8	MAPK3	9606.ENSP00000306512	9606.ENSP00000263025	0	0	0	0	0	0	0	0.681	0.681
CXCL8	IL1A	9606.ENSP00000306512	9606.ENSP00000263339	0	0	0	0	0.234	0	0.900	0.872	0.989
CXCL8	IL1B	9606.ENSP00000306512	9606.ENSP00000263341	0	0	0	0	0.679	0	0.900	0.948	0.998
CXCL8	ICAM1	9606.ENSP00000306512	9606.ENSP00000264832	0	0	0	0	0.214	0	0	0.858	0.883
CXCL8	TP53	9606.ENSP00000306512	9606.ENSP00000269305	0	0	0	0	0	0.128	0	0.663	0.693
CXCL8	EGFR	9606.ENSP00000306512	9606.ENSP00000275493	0	0	0	0	0	0	0	0.654	0.654
CXCL8	PPARG	9606.ENSP00000306512	9606.ENSP00000287820	0	0	0	0	0.056	0	0	0.631	0.636
CXCL8	NR1I2	9606.ENSP00000306512	9606.ENSP00000336528	0	0	0	0	0	0	0	0.425	0.424
CXCL8	OLR1	9606.ENSP00000306512	9606.ENSP00000309124	0	0	0	0	0.089	0	0	0.414	0.443
CXCL8	NFE2L2	9606.ENSP00000306512	9606.ENSP00000380252	0	0	0	0	0	0	0	0.460	0.459
CXCL8	PPARA	9606.ENSP00000306512	9606.ENSP00000385523	0	0	0	0	0	0	0	0.509	0.509
CXCL8	ESR1	9606.ENSP00000306512	9606.ENSP00000405330	0	0	0	0	0	0	0	0.518	0.518
CXCL8	PTEN	9606.ENSP00000306512	9606.ENSP00000361021	0	0	0	0	0	0	0	0.519	0.519
CXCL8	F2	9606.ENSP00000306512	9606.ENSP00000308541	0	0	0	0	0	0	0	0.535	0.535
CXCL8	MAPK8	9606.ENSP00000306512	9606.ENSP00000378974	0	0	0	0	0	0	0	0.557	0.557
CXCL8	SLPI	9606.ENSP00000306512	9606.ENSP00000342082	0	0	0	0	0.088	0	0	0.566	0.587
CXCL8	NOS2	9606.ENSP00000306512	9606.ENSP00000327251	0	0	0	0	0.053	0	0	0.583	0.589
CXCL8	SPP1	9606.ENSP00000306512	9606.ENSP00000378517	0	0	0	0	0.082	0	0	0.605	0.622
CXCL8	IKBKB	9606.ENSP00000306512	9606.ENSP00000430684	0	0	0	0	0	0	0	0.636	0.636
CXCL8	STAT1	9606.ENSP00000306512	9606.ENSP00000354394	0	0	0	0	0.053	0	0	0.675	0.679
CXCL8	HIF1A	9606.ENSP00000306512	9606.ENSP00000437955	0	0	0	0	0.070	0	0	0.681	0.690
CXCL8	MMP1	9606.ENSP00000306512	9606.ENSP00000322788	0	0	0	0	0.190	0	0	0.715	0.759
CXCL8	MMP9	9606.ENSP00000306512	9606.ENSP00000361405	0	0	0	0	0.134	0.213	0	0.825	0.871
CXCL8	PTGS2	9606.ENSP00000306512	9606.ENSP00000356438	0	0	0	0	0.753	0	0	0.778	0.943
CXCL8	JUN	9606.ENSP00000306512	9606.ENSP00000360266	0	0	0	0	0.095	0.270	0.800	0.715	0.957
CXCL8	RELA	9606.ENSP00000306512	9606.ENSP00000384273	0	0	0	0	0.065	0.753	0.900	0.681	0.991
CXCL8	TNF	9606.ENSP00000306512	9606.ENSP00000398698	0	0	0	0	0.158	0	0.900	0.921	0.992
CXCL8	IL10	9606.ENSP00000306512	9606.ENSP00000412237	0	0	0	0	0.062	0	0.900	0.947	0.994
CXCL8	IL6	9606.ENSP00000306512	9606.ENSP00000385675	0	0	0	0	0.581	0	0.900	0.947	0.997
CYP19A1	MAPK3	9606.ENSP00000379683	9606.ENSP00000263025	0	0	0	0	0	0.057	0	0.464	0.473
CYP19A1	TP53	9606.ENSP00000379683	9606.ENSP00000269305	0	0	0	0	0	0.058	0	0.557	0.564
CYP19A1	EGFR	9606.ENSP00000379683	9606.ENSP00000275493	0	0	0	0	0	0	0	0.618	0.618
CYP19A1	PPARG	9606.ENSP00000379683	9606.ENSP00000287820	0	0	0	0	0	0.073	0	0.504	0.520
CYP19A1	HMGCR	9606.ENSP00000379683	9606.ENSP00000287936	0	0	0	0	0.065	0	0	0.565	0.576
CYP19A1	CYP3A4	9606.ENSP00000379683	9606.ENSP00000337915	0	0	0.419	0.577	0	0.139	0.900	0.626	0.944
CYP19A1	CYP1A2	9606.ENSP00000379683	9606.ENSP00000342007	0	0	0.411	0.560	0	0.090	0	0.566	0.426
CYP19A1	ESR2	9606.ENSP00000379683	9606.ENSP00000343925	0	0	0	0	0.063	0.073	0	0.879	0.885
CYP19A1	PTGS2	9606.ENSP00000379683	9606.ENSP00000356438	0	0	0	0	0.049	0	0	0.605	0.609
CYP19A1	JUN	9606.ENSP00000379683	9606.ENSP00000360266	0	0	0	0	0	0.061	0	0.391	0.403
CYP19A1	PTEN	9606.ENSP00000379683	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.503	0.513
CYP19A1	PPARA	9606.ENSP00000379683	9606.ENSP00000385523	0	0	0	0	0	0.073	0	0.392	0.412
CYP19A1	NCOA1	9606.ENSP00000379683	9606.ENSP00000385216	0	0	0	0	0	0	0	0.414	0.414
CYP19A1	IL10	9606.ENSP00000379683	9606.ENSP00000412237	0	0	0	0	0	0	0	0.428	0.428
CYP19A1	TNF	9606.ENSP00000379683	9606.ENSP00000398698	0	0	0	0	0	0	0	0.490	0.490
CYP19A1	IL6	9606.ENSP00000379683	9606.ENSP00000385675	0	0	0	0	0	0	0	0.505	0.505
CYP19A1	ESR1	9606.ENSP00000379683	9606.ENSP00000405330	0	0	0	0	0	0.073	0	0.919	0.922
CYP1A2	PON1	9606.ENSP00000342007	9606.ENSP00000222381	0	0	0	0	0	0	0	0.459	0.459
CYP1A2	GSTM2	9606.ENSP00000342007	9606.ENSP00000241337	0	0	0	0	0	0.057	0.650	0.362	0.771
